instant,dteday,season,yr,mnth,weekday,workingday,weathersit,temp,hum,windspeed,leaflets,price reduction,casual,registered,cnt
199,2011-07-18,3.0,0,7,1,1.0,1.0,29.8667,97.6875,0.215804,840.0,0.0,10841.0,3617.0,14458.0
123,2011-05-03,2.0,0,5,2,1.0,2.0,24.6667,104.56245,0.342667,666.0,0.0,603.0,3848.0,4451.0
520,2012-06-03,2.0,1,6,0,0.0,1.0,24.1,73.99995,0.184087,502.0,1.0,2494.0,5147.0,7641.0
294,2011-10-21,4.0,0,10,5,1.0,1.0,17.1,86.12505,0.221396,918.0,0.0,676.0,3628.0,4304.0
364,2011-12-30,4.0,0,12,5,1.0,1.0,12.4667,95.50005,0.1343369999999999,918.0,0.0,491.0,2508.0,2999.0
289,2011-10-16,4.0,0,10,0,0.0,1.0,20.4667,73.00005,0.281717,576.0,1.0,1748.0,3293.0,5041.0
111,2011-04-21,2.0,0,4,4,1.0,1.0,18.3667,61.06245,0.325258,995.0,0.0,745.0,3444.0,4189.0
671,2012-11-01,4.0,1,11,4,1.0,2.0,14.6333,87.25005,0.157346,746.0,1.0,466.0,5520.0,5986.0
382,2012-01-17,1.0,1,1,2,1.0,2.0,14.9217,107.41305,0.34913,786.0,0.0,127.0,2808.0,2935.0
558,2012-07-11,3.0,1,7,3,1.0,1.0,28.6667,94.99995,0.1517329999999999,707.0,0.0,10975.0,6289.0,17264.0
539,2012-06-22,2.0,1,6,5,1.0,1.0,31.1,86.0625,0.182842,885.0,0.0,964.0,4859.0,5823.0
329,2011-11-25,4.0,0,11,5,1.0,1.0,15.0,96.5625,0.0988958,931.0,0.0,1095.0,1697.0,2792.0
403,2012-02-07,1.0,1,2,2,1.0,1.0,14.1667,74.4375,0.147379,821.0,0.0,199.0,4176.0,4375.0
138,2011-05-18,2.0,0,5,3,1.0,2.0,22.0,109.3109709375,0.201492,832.0,0.0,536.0,3319.0,3855.0
297,2011-10-24,4.0,0,10,1,1.0,1.0,18.5333,115.81245,0.118792,645.0,0.0,699.0,3488.0,4187.0
28,2011-01-28,1.0,0,1,5,1.0,2.0,8.1391,118.95645,0.1233,854.0,0.0,38.0,1129.0,1167.0
667,2012-10-28,4.0,1,10,0,0.0,2.0,19.1,104.18745,0.398008,822.0,0.0,998.0,3461.0,4459.0
122,2011-05-02,2.0,0,5,1,1.0,2.0,21.9667,109.3109709375,0.183454,504.0,0.0,847.0,3554.0,4401.0
37,2011-02-06,1.0,0,2,0,0.0,1.0,11.4333,85.24995,0.1418,565.0,0.0,354.0,1269.0,1623.0
292,2011-10-19,4.0,0,10,3,1.0,3.0,21.6696,134.28255,0.243339,502.0,0.0,254.0,2170.0,2424.0
535,2012-06-18,2.0,1,6,1,1.0,2.0,22.7333,116.68755,0.174746,711.0,0.0,653.0,4446.0,5099.0
468,2012-04-12,2.0,1,4,4,1.0,1.0,15.9,69.9375,0.290429,765.0,0.0,663.0,4746.0,5409.0
164,2011-06-13,2.0,0,6,1,1.0,1.0,25.4,74.18745,0.30535,706.0,0.0,863.0,4157.0,5020.0
96,2011-04-06,2.0,0,4,3,1.0,1.0,15.6333,70.62495,0.263063,789.0,0.0,413.0,2395.0,2808.0
482,2012-04-26,2.0,1,4,4,1.0,2.0,19.9333,109.3109709375,0.176625,946.0,0.0,475.0,4551.0,5026.0
205,2011-07-24,3.0,0,7,0,0.0,1.0,33.2,82.62495,0.169171,561.0,0.0,11050.0,2556.0,13606.0
174,2011-06-23,2.0,0,6,4,1.0,2.0,29.1333,105.49995,0.238804,925.0,0.0,746.0,4044.0,4790.0
589,2012-08-11,3.0,1,8,6,0.0,2.0,27.7,109.93755,0.206479,538.0,0.0,2247.0,4052.0,6299.0
230,2011-08-18,3.0,0,8,4,1.0,1.0,28.4667,98.18745,0.233208,846.0,0.0,639.0,3166.0,3805.0
649,2012-10-10,4.0,1,10,3,1.0,1.0,20.5667,94.62495,0.187821,634.0,1.0,780.0,6911.0,7691.0
265,2011-09-22,3.0,0,9,4,1.0,2.0,25.1333,135.31245,0.128125,919.0,0.0,555.0,4240.0,4795.0
79,2011-03-20,1.0,0,3,0,0.0,1.0,13.3,71.0625,0.207721,870.0,0.0,1047.0,1424.0,2471.0
434,2012-03-09,1.0,1,3,5,1.0,2.0,16.4333,61.06245,0.4148,576.0,0.0,447.0,4122.0,4569.0
393,2012-01-28,1.0,1,1,6,0.0,1.0,12.6333,81.49995,0.210829,479.0,0.0,775.0,3248.0,4023.0
143,2011-05-23,2.0,0,5,1,1.0,2.0,25.2667,121.5,0.233842,545.0,0.0,836.0,3438.0,4274.0
543,2012-06-26,2.0,1,6,2,1.0,1.0,25.2333,55.99995,0.347642,683.0,0.0,1077.0,6365.0,7442.0
26,2011-01-26,1.0,0,1,3,1.0,3.0,8.7,129.375,0.29385,602.0,0.0,34.0,472.0,506.0
112,2011-04-22,2.0,0,4,5,1.0,2.0,13.4667,109.43745,0.219521,540.0,1.0,177.0,1506.0,1683.0
41,2011-02-10,1.0,0,2,4,1.0,1.0,5.7739,65.60865,0.221935,840.0,0.0,47.0,1491.0,1538.0
719,2012-12-19,4.0,1,12,3,1.0,1.0,13.3,93.81255,0.184092,951.0,0.0,333.0,4934.0,5267.0
429,2012-03-04,1.0,1,3,0,0.0,1.0,13.0333,60.49995,0.334571,569.0,0.0,710.0,2713.0,3423.0
600,2012-08-22,3.0,1,8,3,1.0,1.0,26.7,101.56245,0.0702833,553.0,0.0,1094.0,6281.0,7375.0
663,2012-10-24,4.0,1,10,3,1.0,1.0,23.5,95.4375,0.0727791999999999,707.0,0.0,795.0,6898.0,7693.0
463,2012-04-07,2.0,1,4,6,0.0,1.0,17.5,38.12505,0.274871,875.0,0.0,3252.0,3605.0,6857.0
104,2011-04-14,2.0,0,4,4,1.0,1.0,18.7,81.06255,0.1107,726.0,0.0,529.0,2738.0,3267.0
395,2012-01-30,1.0,1,1,1,1.0,1.0,10.7667,60.12495,0.215792,470.0,0.0,126.0,3498.0,3624.0
226,2011-08-14,3.0,0,8,0,0.0,2.0,27.0667,122.625,0.222633,959.0,0.0,1338.0,2482.0,3820.0
309,2011-11-05,4.0,0,11,6,0.0,1.0,13.0667,77.87505,0.1890619999999999,563.0,0.0,1156.0,2770.0,3926.0
256,2011-09-13,3.0,0,9,2,1.0,1.0,26.0333,106.875,0.1418039999999999,652.0,1.0,701.0,4062.0,4763.0
679,2012-11-09,4.0,1,11,5,1.0,1.0,14.4667,81.12495,0.214558,738.0,0.0,709.0,5283.0,5992.0
647,2012-10-08,4.0,1,10,1,0.0,2.0,15.3333,106.43745,0.189679,925.0,0.0,874.0,4604.0,5478.0
423,2012-02-27,1.0,1,2,1,1.0,1.0,14.6667,73.62495,0.2680329999999999,490.0,0.0,253.0,4069.0,4322.0
622,2012-09-13,3.0,1,9,4,1.0,1.0,24.5,95.56245,0.0827208,702.0,0.0,1054.0,6750.0,7804.0
662,2012-10-23,4.0,1,10,2,1.0,1.0,21.7667,84.1551970890411,0.0945458,601.0,0.0,841.0,6625.0,7466.0
629,2012-09-20,3.0,1,9,4,1.0,1.0,21.8667,92.74995,0.118167,990.0,1.0,939.0,6781.0,7720.0
707,2012-12-07,4.0,1,12,5,1.0,2.0,12.8333,114.62505,0.1306,708.0,0.0,349.0,4659.0,5008.0
601,2012-08-23,3.0,1,8,4,1.0,1.0,27.8333,95.37495,0.0845958,665.0,0.0,1363.0,6402.0,7765.0
486,2012-04-30,2.0,1,4,1,1.0,2.0,18.5667,85.5,0.171638,628.0,0.0,665.0,4907.0,5572.0
140,2011-05-20,2.0,0,5,5,1.0,1.0,21.4667,107.93745,0.125013,528.0,0.0,909.0,4008.0,4917.0
187,2011-07-06,3.0,0,7,3,1.0,1.0,28.8,111.49995,0.149883,780.0,0.0,10784.0,3845.0,14629.0
330,2011-11-26,4.0,0,11,6,0.0,1.0,15.0333,102.25005,0.0684208,602.0,0.0,1249.0,1819.0,3068.0
249,2011-09-06,3.0,0,9,2,1.0,3.0,21.6,133.04355,0.343943,763.0,0.0,204.0,2506.0,2710.0
98,2011-04-08,2.0,0,4,5,1.0,2.0,13.4333,125.4375,0.226992,907.0,0.0,172.0,1299.0,1471.0
584,2012-08-06,3.0,1,8,1,1.0,2.0,30.1,98.12505,0.129354,861.0,1.0,1233.0,5780.0,7013.0
115,2011-04-25,2.0,0,4,1,1.0,1.0,24.2667,116.50005,0.185333,757.0,0.0,773.0,3300.0,4073.0
288,2011-10-15,4.0,0,10,6,0.0,1.0,20.2667,72.49995,0.258083,1021.0,1.0,1899.0,3318.0,5217.0
